Ticker,Name,Year,ISIN Number,SIC Code,GICS Industry,Country or Territory of Domicile,Number of Employees,Total Assets,R&D Expense,R&D Expense Adjusted,Operating Expenses R&D,Cash and Cash Equivalents,Environmental Disclosure Score,Social Disclosure Score,Governance Disclosure Score,Tobin's Q Ratio,Return on Assets,Return on Common Equity,Gross Margin
PDCE UW Equity,PDC Energy Inc,2017,US69327R1014,1311,101020,US,395,4420.39,0,0,0,180.675,3.3058,7.8125,51.7857,1.2011,-2.8633,-4.9705,29.8131
UMBF UW Equity,UMB Financial Corp,2017,US9027881088,6021,401010,US,3570,21771.583,,,,392.723,1.7857,3.3333,55.3571,1.0646,1.1641,11.9262,
AGYS UW Equity,Agilysys Inc,2017,US00847J1051,7373,451030,US,596,167.305,29.048,29.048,29.048,49.255,,8.7719,51.7857,1.6316,-6.6509,-9.8852,49.9577
BBBY UW Equity,Bed Bath & Beyond Inc,2017,US0758961009,5700,255040,US,65000,6822.655,0,0,0,488.329,10.4167,17.5439,51.7857,1.4813,10.2925,25.9569,37.4627
NEU UN Equity,NewMarket Corp,2017,US6515871076,2860,151010,US,2223,1712.154,140.193,140.193,140.193,84.166,10.0775,14.0351,58.9286,3.3827,12.1786,35.0545,29.2038
CAH UN Equity,Cardinal Health Inc,2017,US14149Y1082,5122,351020,US,40400,40112,0,0,0,6879,34.8837,22.807,66.0714,1.4441,3.4701,19.2786,5.0348
PLXS UW Equity,Plexus Corp,2017,US7291321005,3672,452030,US,16000,1976.182,0,0,0,568.86,34.8837,19.2982,55.3571,1.4305,5.9894,11.5365,10.1206
WABC UW Equity,Westamerica BanCorp,2017,US9570901036,6021,401010,US,785,5513.046,,,,575.002,,3.3333,51.7857,1.1784,0.9197,8.6879,
CERN UW Equity,Cerner Corp,2017,US1567821046,7373,351030,US,26000,6469.311,605.046,605.046,605.046,370.923,#N/A N/A,14.0351,60.7143,3.7235,14.3311,19.9001,83.3908
UNVR UN Equity,Univar Solutions Inc,2017,US91336L1070,5160,201070,US,8600,5732.7,0,0,0,467,51.0417,33.3333,66.0714,1.5719,2.1542,12.6105,21.875
WW UW Equity,WW International Inc,2017,US98262P1012,7200,253020,US,18000,1246,0,0,0,83.054,4.6512,19.2982,51.7857,4.1143,12.9929,,52.9989
POWL UW Equity,Powell Industries Inc,2017,US7391281067,3613,201040,US,1841,414.986,6.906,6.906,6.906,68.359,1.5504,19.2982,51.7857,1.1099,-2.162,-2.8894,12.8233
CINF UW Equity,Cincinnati Financial Corp,2017,US1720621010,6331,403010,US,4925,21843,,,,657,12.5,18.3333,55.3571,1.1852,4.9492,13.6575,
EAT UN Equity,Brinker International Inc,2017,US1096411004,5812,253010,US,57906,1403.633,0,0,0,9.064,3.125,14.0351,55.3571,2.6676,10.5394,,18.0289
TCBI UW Equity,Texas Capital Bancshares Inc,2017,US88224Q1076,6022,401010,US,1564,25075.645,,,,178.01,,16.6667,51.7857,1.0941,0.8426,9.5756,
PSB UN Equity,PS Business Parks Inc,2017,US69360J1079,6798,601010,US,158,2100.159,,,,114.882,1.5504,14.0351,55.3571,2.2741,7.3485,12.3273,
CDNS UW Equity,Cadence Design Systems Inc,2017,US1273871087,7372,451030,US,7200,2418.714,804.223,796.962,804.223,688.087,#N/A N/A,14.0351,57.1429,5.468,9.0398,23.5822,87.7825
CRS UN Equity,Carpenter Technology Corp,2017,US1442851036,3312,151040,US,4600,2878.1,16.9,16.9,16.9,66.3,6.2016,19.2982,51.7857,1.1916,1.6571,4.0547,15.8155
PACW UW Equity,PacWest Bancorp,2017,US6952631033,6021,401010,US,1786,24994.876,,,,233.215,3.5714,3.3333,46.4286,1.0605,1.527,7.4791,
DHI UN Equity,DR Horton Inc,2017,US23331A1097,1531,252010,US,7735,12184.6,0,0,0,1007.8,2.3256,14.0351,55.3571,1.5931,8.7468,14.2837,21.9175
KWR UN Equity,Quaker Chemical Corp,2017,US7473161070,2990,151010,US,2110,722.126,23.9,22.5,22.5,89.879,9.3023,14.0351,58.9286,3.2143,2.8679,4.9704,35.5446
FLS UN Equity,Flowserve Corp,2017,US34354P1057,3561,201060,US,17000,4910.474,38.6,#N/A N/A,#N/A N/A,703.445,34.8837,33.3333,51.7857,1.7812,0.0551,0.1622,29.7461
NXGN UW Equity,NextGen Healthcare Inc,2017,US65343C1027,7373,351030,US,2791,473.221,78.341,78.341,78.341,37.673,1.5504,8.7719,51.7857,2.3667,3.6336,6.3511,56.216
JOE UN Equity,St Joe Co/The,2017,US7901481009,6552,601020,US,47,920.993,0,0,0,192.083,1.5504,3.5088,51.7857,1.6644,6.1139,9.5566,32.8315
ATGE UN Equity,Adtalem Global Education Inc,2017,US00737L1035,8200,253020,US,8869,2315.018,0,0,0,240.426,#N/A N/A,14.0351,51.7857,1.3015,5.5432,7.5225,47.1612
WOLF UN Equity,Wolfspeed Inc,2017,US9778521024,3674,453010,US,6039,2649.867,158.549,158.549,158.549,132.597,51.938,22.807,55.3571,1.0956,-3.6233,-4.2747,29.5025
TYL UN Equity,Tyler Technologies Inc,2017,US9022521051,7372,451030,US,4069,1611.351,47.324,47.324,47.324,185.926,3.876,28.0702,51.7857,4.4232,11.4216,16.094,47.4941
EA UW Equity,Electronic Arts Inc,2017,US2855121099,7372,502020,US,8800,7718,1205,1205,1205,2565,,14.0351,51.7857,4.0464,13.0959,25.9319,73.2095
FLGT UQ Equity,Fulgent Genetics Inc,2017,US3596641098,8071,351020,US,98,57.184,4.223,4.223,4.223,6.49,,19.2982,51.7857,1.4196,-4.3567,-4.62,54.346
RRX UN Equity,Regal Rexnord Corp,2017,US7587501039,3621,201040,US,23600,4388.2,29.9,#N/A N/A,#N/A N/A,139.6,34.1085,31.5789,55.3571,1.2434,4.8704,9.761,26.3102
UHS UN Equity,Universal Health Services Inc,2017,US9139031002,8062,351020,US,76600,10761.828,0,0,0,74.423,8.5271,19.2982,51.7857,1.5288,7.1377,15.7925,
TRHC UQ Equity,Tabula Rasa HealthCare Inc,2017,US8733791011,8099,351030,US,536,187.832,5.628,5.628,5.628,10.43,,8.7719,51.7857,3.2222,9.8177,14.2127,29.8386
REGN UW Equity,Regeneron Pharmaceuticals Inc,2017,US75886F1075,2834,352010,US,6200,8764.3,2075.1,2075.1,2075.1,812.7,26.3566,54.386,57.1429,4.9157,15.2309,22.6274,93.2376
AGCO UN Equity,AGCO Corp,2017,US0010841023,3523,201060,US,20500,7971.7,323.4,323.4,323.4,367.7,5.4264,19.2982,46.4286,1.3328,2.4623,6.4213,21.252
EXPD UW Equity,Expeditors International of Washington I,2017,US3021301094,4731,203010,US,16500,3117.008,0,0,0,1051.099,26.3566,22.807,55.3571,4.0214,16.5658,25.51,33.5097
SWKS UW Equity,Skyworks Solutions Inc,2017,US83088M1027,3674,453010,US,8400,4573.6,355.2,355.2,355.2,1616.8,25.5814,29.8246,51.7857,4.1905,23.9696,26.5594,50.4409
FAST UW Equity,Fastenal Co,2017,US3119001044,5200,201070,US,20565,2910.5,0,0,0,116.9,5.4264,22.807,51.7857,5.6836,20.7406,28.7147,49.2791
WETF UW Equity,WisdomTree Investments Inc,2017,US97717P1049,6211,402030,US,204,254.985,0,0,0,54.193,,8.7719,46.4286,6.986,10.7772,13.7963,
OFC UN Equity,Corporate Office Properties Trust,2017,US22002T1088,6798,601010,US,375,3595.205,,,,12.261,27.1318,38.5965,60.7143,1.4327,1.864,4.0454,
MTB UN Equity,M&T Bank Corp,2017,US55261F1049,6022,401010,US,16794,118593.487,,,,1420.888,,13.3333,55.3571,1.0898,1.1637,8.7698,
CSII UW Equity,Cardiovascular Systems Inc,2017,US1416191062,3841,351010,US,579,193.94,22.911,22.911,22.911,107.912,,14.0351,51.7857,5.8487,-1.0656,-1.6344,80.7517
UEIC UW Equity,Universal Electronics Inc,2017,US9134831034,3651,252010,US,3110,608.43,21.416,21.416,21.416,62.438,#N/A N/A,19.2982,51.7857,1.675,-1.8279,-3.8659,23.8157
ATVI UW Equity,Activision Blizzard Inc,2017,US00507V1098,7372,502020,US,9800,18668,1069,1069,1069,4713,2.3256,19.2982,51.7857,3.0625,1.5116,2.9385,64.358
FISV UW Equity,Fiserv Inc,2017,US3377381088,7374,451020,US,24000,10289,0,0,0,325,,14.0351,51.7857,3.3804,12.4401,47.2686,46.9101
GCP UN Equity,GCP Applied Technologies Inc,2017,US36164Y1010,2800,151010,US,2500,1703,20,20,20,721.5,5.4264,19.2982,51.7857,2.0562,39.6305,#N/A N/A,38.4637
EBIX UW Equity,Ebix Inc,2017,US2787152063,7373,451030,US,4515,1113.013,33.854,33.854,33.854,63.895,,19.2982,51.7857,2.7996,10.4987,21.9114,64.4219
FITB UW Equity,Fifth Third Bancorp,2017,US3167731005,6022,401010,US,18125,142081,,,,2514,33.9286,43.3333,51.7857,1.0436,1.5338,14.0178,
ROG UN Equity,Rogers Corp,2017,US7751331015,2821,452030,US,3400,1125.134,29.547,29.547,29.547,181.159,13.1783,19.2982,58.9286,2.9458,7.376,11.4748,38.8013
HFC UN Equity,HollyFrontier Corp,2017,US4361061082,2911,101020,US,3522,10692.154,0,0,0,630.757,41.0853,52.6316,58.9286,1.3475,8.0028,15.9238,20.2937
RPM UN Equity,RPM International Inc,2017,US7496851038,2851,151010,US,14318,5090.449,64.9,64.9,64.9,350.497,12.4031,24.5614,55.3571,2.1408,3.6898,12.7495,43.6791
JKHY UW Equity,Jack Henry & Associates Inc,2017,US4262811015,7373,451020,US,5972,1908.945,84.753,84.753,84.753,114.765,1.5504,19.2982,55.3571,4.6721,13.1989,24.2368,42.7696
FHN UN Equity,First Horizon Corp,2017,US3205171057,6021,401010,US,5903,41423.388,,,,639.073,8.0357,13.3333,55.3571,1.0566,0.473,4.906,
SAFM UW Equity,Sanderson Farms Inc,2017,US8000131040,2015,302020,US,14669,1733.243,0,0,0,419.285,10.8527,31.5789,51.7857,2.1411,17.7281,21.0024,19.1951
GILD UW Equity,Gilead Sciences Inc,2017,US3755581036,2836,352010,US,10000,70283,3734,3734,3734,7588,49.6124,43.8596,67.8571,2.0424,7.2733,23.5348,83.2574
SCHL UW Equity,Scholastic Corp,2017,US8070661058,2731,502010,US,,1760.4,0,0,0,444.1,,14.0351,55.3571,1.105,3.0114,4.0772,53.2327
ETD UN Equity,Ethan Allen Interiors Inc,2017,US2976021046,2511,252010,US,5200,568.222,0,0,0,57.701,#N/A N/A,8.7719,51.7857,1.855,6.3186,9.1318,54.9818
GTY UN Equity,Getty Realty Corp,2017,US3742971092,6798,601010,US,30,1072.754,,,,19.992,1.5504,3.5088,51.7857,1.4889,4.8394,9.5847,
HAS UW Equity,Hasbro Inc,2017,US4180561072,3944,252020,US,5400,5289.983,269.02,269.02,269.02,1581.234,55.814,49.1228,66.0714,2.7923,7.6408,21.4806,60.964
MEDP UW Equity,Medpace Holdings Inc,2017,US58506Q1094,8731,352030,US,2500,950.717,0,0,0,26.485,,19.2982,51.7857,2.0212,4.0545,7.0222,40.0523
SCL UN Equity,Stepan Co,2017,US8585861003,2840,151010,US,2096,1470.861,53.696,53.696,53.696,298.894,14.7287,19.2982,55.3571,1.7053,6.484,13.3233,17.5855
PRGS UW Equity,Progress Software Corp,2017,US7433121008,7372,451030,US,1470,718.718,76.988,76.988,76.988,133.464,,8.7719,51.7857,3.1963,5.0785,9.5608,82.6047
HBAN UW Equity,Huntington Bancshares Inc/OH,2017,US4461501045,6021,401010,US,15375,104185,,,,1520,28.5714,31.6667,55.3571,1.0566,1.1633,11.7299,
SMG UN Equity,Scotts Miracle-Gro Co/The,2017,US8101861065,2870,151010,US,2700,2747,39.9,0,0,120.5,1.5504,19.2982,55.3571,2.8226,7.9341,32.0088,36.8116
RGLD UW Equity,Royal Gold Inc,2017,US7802871084,6795,151040,US,23,3094.065,0,0,0,85.847,3.1008,19.2982,55.3571,1.9113,3.2944,4.508,79.8044
WELL UN Equity,Welltower Inc,2017,US95040Q1040,6798,601010,US,392,27944.445,,,,243.777,48.062,33.3333,75,1.3907,1.8404,3.4066,
SENEA UW Equity,Seneca Foods Corp,2017,US8170705011,2033,302020,US,3700,978.268,0,0,0,11.992,10.8527,8.7719,48.2143,0.9472,1.6967,3.855,8.8737
SNPS UW Equity,Synopsys Inc,2017,US8716071076,7372,451030,US,11686,5396.414,908.841,908.841,908.841,1048.356,13.9535,14.0351,55.3571,2.8051,2.5678,4.2209,75.9922
BIIB UW Equity,Biogen Inc,2017,US09062X1037,2836,352010,US,7300,23652.6,2253.6,2253.6,2253.6,1573.8,46.5116,28.0702,66.0714,3.3154,10.914,20.5156,86.7198
SFNC UW Equity,Simmons First National Corp,2017,US8287302009,6021,401010,US,2640,15055.806,,,,205.025,,8.3333,51.7857,1.0361,0.7925,5.7447,
RRC UN Equity,Range Resources Corp,2017,US75281A1097,1311,101020,US,773,11728.841,0,0,0,0.448,29.7521,31.25,51.7857,0.8686,2.8955,5.9583,26.0153
NBR UN Equity,Nabors Industries Ltd,2017,BMG6359F1370,1381,101010,US,15000,8401.984,51.069,51.069,51.069,336.997,13.9535,28.0702,55.3571,0.9093,-6.5925,-17.328,33.0001
SFM UW Equity,Sprouts Farmers Market Inc,2017,US85208M1027,5411,301010,US,27000,1581.603,0,0,0,19.479,17.8295,33.3333,51.7857,2.6335,10.4875,23.9407,33.594
PTEN UW Equity,Patterson-UTI Energy Inc,2017,US7034811015,1381,101010,US,8000,5758.856,0,0,0,42.828,9.0909,20.3125,55.3571,1.1973,0.124,0.1951,-3.9364
IBTX UW Equity,Independent Bank Group Inc,2017,US45384B1061,6022,401010,US,924,8684.463,,,,187.574,,11.6667,51.7857,1.0661,1.0526,7.5473,
NTRS UW Equity,Northern Trust Corp,2017,US6658591044,6022,402030,US,18100,138590.5,,,,4518.1,35.7143,46.6667,71.4286,1.0956,0.9135,12.4066,
SIGI UW Equity,Selective Insurance Group Inc,2017,US8163001071,6331,403010,US,2250,7686.431,,,,0.534,4.4643,13.3333,55.3571,1.2239,2.2447,10.4075,
RS UN Equity,Reliance Steel & Aluminum Co,2017,US7595091023,5051,151040,US,14900,7751,0,0,0,154.4,8.5271,19.2982,58.9286,1.2015,8.0911,13.9158,28.6781
ADTN UW Equity,ADTRAN Inc,2017,US00738A1060,3661,452010,US,2060,669.094,130.666,130.544,130.666,86.433,4.6512,22.807,51.7857,1.658,3.568,4.8781,45.5293
PAYX UW Equity,Paychex Inc,2017,US7043261079,8700,451020,US,13700,6833.7,#N/A N/A,0,0,184.6,#N/A N/A,14.0351,51.7857,3.8289,12.3138,42.2705,70.8184
PBCT UW Equity,People's United Financial Inc,2017,US7127041058,6035,401010,US,5188,44453.4,,,,505.1,,8.3333,55.3571,1.0177,0.7928,6.1768,
STC UN Equity,Stewart Information Services Corp,2017,US8603721015,6361,403010,US,5960,1405.886,,,,150.079,,3.3333,55.3571,1.2355,3.5419,7.4096,
HSIC UW Equity,Henry Schein Inc,2017,US8064071025,5047,351020,US,22000,7863.995,0,0,0,174.658,14.7287,28.0702,55.3571,2.0082,5.5679,14.4989,30.9189
CNO UN Equity,CNO Financial Group Inc,2017,US12621E1038,6321,403010,US,3300,33110.3,,,,578.4,2.6786,8.3333,51.7857,0.978,5.3066,37.0008,
PDCO UW Equity,Patterson Cos Inc,2017,US7033951036,5047,351020,US,7700,3507.913,0,0,0,94.959,9.3023,17.5439,55.3571,1.8268,4.8627,12.0509,23.2678
SIVB UW Equity,SVB Financial Group,2017,US78486Q1013,6022,401010,US,2438,51214.467,,,,2923.075,5.3571,8.3333,51.7857,1.1596,1.023,12.5411,
ANSS UW Equity,ANSYS Inc,2017,US03662Q1058,7372,451030,US,2900,2941.623,202.746,202.746,202.746,881.501,8.5271,17.5439,51.7857,4.4607,9.0298,11.6406,86.2895
SMTC UW Equity,Semtech Corp,2017,US8168501018,3674,453010,US,1292,1011.542,102.5,102.5,102.5,297.134,3.876,24.5614,51.7857,2.5936,5.6848,9.6462,59.6874
FDS UN Equity,FactSet Research Systems Inc,2017,US3030751057,7370,402030,US,9074,1413.315,0,0,0,194.731,12.4031,22.807,60.7143,4.9439,21.2342,47.9558,53.6039
QCOM UW Equity,QUALCOMM Inc,2017,US7475251036,3663,453010,US,33800,65486,5485,5465,5485,35029,55.0388,54.386,62.5,1.703,4.1852,7.8882,56.072
ROP UN Equity,Roper Technologies Inc,2017,US7766961061,3823,201050,US,14236,14316.413,281.1,0,0,671.327,3.876,19.2982,55.3571,2.3748,6.7858,15.361,62.1772
CASH UW Equity,Meta Financial Group Inc,2017,US59100U1088,6035,401010,US,827,5228.332,,,,1267.586,,8.3333,48.2143,1.0611,0.9728,11.6748,
ROST UW Equity,Ross Stores Inc,2017,US7782961038,5651,255040,US,78600,5309.351,0,0,0,1111.599,15.625,38.5965,51.7857,5.3045,21.9611,42.8219,28.7023
GO UW Equity,Grocery Outlet Holding Corp,2017,US39874R1014,5411,301010,US,,1317.871,0,0,0,5.801,,,,,#N/A N/A,#N/A N/A,30.4454
PII UN Equity,Polaris Inc,2017,US7310681025,3790,252020,US,4400,3089.593,238.299,238.299,238.299,138.345,36.4341,33.3333,51.7857,3.226,5.574,18.9641,24.4019
AN UN Equity,AutoNation Inc,2017,US05329W1027,5511,255040,US,26000,10271.5,0,0,0,69.2,,19.2982,51.7857,1.2269,4.2751,18.5742,15.5982
MLAB UW Equity,Mesa Laboratories Inc,2017,US59064R1095,3823,351010,US,381,171.733,4.157,4.157,4.157,5.82,2.0833,14.0351,51.7857,3.0938,6.727,12.2554,56.8398
XHR UN Equity,Xenia Hotels & Resorts Inc,2017,US9840171030,6512,601010,US,51,3115.308,0,0,0,71.884,1.5504,8.7719,48.2143,1.2213,3.3088,6.096,66.5869
SBSI UW Equity,Southside Bancshares Inc,2017,US84470P1093,6022,401010,US,855,6498.097,,,,79.171,3.5714,8.3333,48.2143,1.0654,0.9006,8.5368,
SBUX UW Equity,Starbucks Corp,2017,US8552441094,5810,253010,US,277000,14365.6,0,0,0,2462.3,31.25,24.5614,60.7143,5.9731,20.1059,50.903,30.5296
GTLS UN Equity,Chart Industries Inc,2017,US16115Q3083,3443,201060,US,4424,1724.7,7.1,,,122.6,1.5504,14.0351,51.7857,1.372,1.8933,3.7347,27.4766
KEY UN Equity,KeyCorp,2017,US4932671088,6021,401010,US,18379,137698,,,,671,38.3929,26.6667,60.7143,1.0513,0.9455,8.2491,
MUSA UN Equity,Murphy USA Inc,2017,US6267551025,5500,255040,US,5400,2331.039,0,0,0,170.028,5.4264,8.7719,55.3571,1.8585,11.0985,34.1718,9.7843
STBA UW Equity,S&T Bancorp Inc,2017,US7838591011,6022,401010,US,1080,7060.255,,,,117.152,1.7857,3.3333,55.3571,1.072,1.0422,8.4552,
AMG UN Equity,Affiliated Managers Group Inc,2017,US0082521081,6282,402030,US,4400,8702.1,,,,439.5,5.3571,21.6667,51.7857,1.8604,7.902,18.5305,
TTWO UW Equity,Take-Two Interactive Software Inc,2017,US8740541094,7372,502020,US,3707,3149.154,137.915,137.915,137.915,943.396,,8.7719,51.7857,2.6127,2.3453,8.331,42.5223
STT UN Equity,State Street Corp,2017,US8574771031,6022,402030,US,36643,238425,,,,2107,59.8214,51.6667,71.4286,1.0705,0.8962,10.6491,
MKTX UW Equity,MarketAxess Holdings Inc,2017,US57060D1081,6211,402030,US,429,581.232,0,0,0,167.014,,8.7719,51.7857,13.1728,26.7002,30.1367,
USB UN Equity,US Bancorp,2017,US9029733048,6021,401010,US,72402,462040,,,,19505,34.8214,28.3333,55.3571,1.098,1.3696,13.9046,
SAIL UN Equity,Sailpoint Technologies Holdings Inc,2017,US78781P1057,7372,451030,US,,506.433,33.331,33.331,33.331,116.049,1.5504,3.5088,46.4286,2.7838,-1.6987,#N/A N/A,76.0341
JLL UN Equity,Jones Lang LaSalle Inc,2017,US48020Q1076,6531,601020,US,82000,9254.4,0,0,0,268,37.9845,57.8947,60.7143,1.3693,3.2741,9.0052,
NLOK UW Equity,NortonLifeLock Inc,2017,US6687711084,7372,451030,US,13214,18174,823,823,823,4247,50.3876,54.386,62.5,1.8345,-0.7081,-2.9597,78.7758
TROW UW Equity,T Rowe Price Group Inc,2017,US74144T1088,6200,402030,US,6881,7535.4,,,,1902.7,33.9286,31.6667,60.7143,3.6402,21.7697,27.0267,
SBAC UW Equity,SBA Communications Corp,2017,US78410G1040,4899,601010,US,1291,7320.205,0,0,0,68.783,22.4806,22.807,51.7857,3.9537,1.4121,,74.1669
WM UN Equity,Waste Management Inc,2017,US94106L1098,4953,202010,US,42300,21829,0,0,0,22,56.5891,66.6667,66.0714,2.4374,9.1314,34.4468,37.7218
AWR UN Equity,American States Water Co,2017,US0298991011,4941,551040,US,758,1416.734,0,,,0.214,3.4483,17.1875,55.3571,2.1253,4.8051,13.4722,80.1318
ADUS UW Equity,Addus HomeCare Corp,2017,US0067391062,8082,351020,US,3417,271.691,0,0,0,53.754,1.5504,14.0351,51.7857,1.841,5.4428,8.162,27.2011
TNC UN Equity,Tennant Co,2017,US8803451033,3580,201060,US,4300,993.977,32.013,32.013,32.013,58.398,30.2326,29.8246,66.0714,2.0086,-0.8463,-2.1546,39.8591
TREE UW Equity,LendingTree Inc,2017,US52603B1070,6163,402020,US,535,693.459,17.925,17.925,17.925,368.55,,8.7719,51.7857,6.4569,3.0639,5.9263,97.2119
TMP UA Equity,Tompkins Financial Corp,2017,US8901101092,6022,401010,US,1041,6648.29,,,,77.688,1.7857,13.3333,51.7857,1.1003,0.8148,9.2054,
STZ UN Equity,Constellation Brands Inc,2017,US21036P1084,2080,302010,US,8700,18602.4,0,0,0,177.4,29.4574,24.5614,51.7857,2.2909,8.6321,22.8254,48.1402
TECH UW Equity,Bio-Techne Corp,2017,US09073M1045,2836,352030,US,1800,1558.219,53.514,53.514,53.514,91.612,2.3256,14.0351,55.3571,3.2075,5.6616,8.3204,66.5256
MDRX UW Equity,Allscripts Healthcare Solutions Inc,2017,US01988P1084,7373,351030,US,8900,4230.15,202.282,202.282,202.282,119.47,,19.2982,55.3571,1.357,-4.8735,-16.6961,42.2512
SUPN UQ Equity,Supernus Pharmaceuticals Inc,2017,US8684591089,2834,352020,US,422,424.464,49.577,49.577,49.577,100.304,,14.0351,51.7857,5.1874,15.608,24.9476,94.9659
XLNX UW Equity,Xilinx Inc,2017,US9839191015,3674,453010,US,3831,4740.532,601.443,601.443,601.443,966.695,32.5581,38.5965,57.1429,3.4996,13.0235,24.4173,69.8546
TFX UN Equity,Teleflex Inc,2017,US8793691069,3841,351010,US,14400,6181.492,84.77,83.77,84.77,333.558,,19.2982,55.3571,2.4249,3.0286,6.6755,54.5963
CRL UN Equity,Charles River Laboratories International,2017,US1598641074,8731,352030,US,11800,2929.922,0,0,0,163.794,17.0543,45.614,55.3571,2.4141,4.373,13.11,37.7324
SLAB UW Equity,Silicon Laboratories Inc,2017,US8269191024,3674,453010,US,1279,1535.082,209.491,209.135,209.491,269.366,9.3023,8.7719,55.3571,2.8357,3.599,5.2913,59.0728
XRAY UW Equity,DENTSPLY SIRONA Inc,2017,US24906P1093,3843,351010,US,16100,10374.5,151.7,0,0,320.6,9.3023,17.5439,55.3571,1.8014,-14.1357,-21.0446,54.8029
ZION UW Equity,Zions Bancorp NA,2017,US9897011071,6021,401010,US,10201,66288,,,,548,5.3571,8.3333,55.3571,1.0442,0.9141,7.8361,
SGMS UW Equity,Scientific Games Corp,2017,US80874P1093,7373,253010,US,8600,7725.3,184.1,184.1,184.1,788.8,1.5504,3.5088,51.7857,1.8594,-3.2715,,62.2325
BLKB UW Equity,Blackbaud Inc,2017,US09227Q1004,7372,451030,US,3182,1797.846,89.911,89.911,89.911,29.83,1.5504,8.7719,51.7857,3.3397,4.7382,25.224,54.1015
IVZ UN Equity,Invesco Ltd,2017,BMG491BT1088,6282,402030,US,7030,31668.8,,,,2006.4,36.6071,36.6667,66.0714,1.1951,3.9277,13.9174,
TRMB UW Equity,Trimble Inc,2017,US8962391004,3829,452030,US,11287,4316.3,370.2,370.2,370.2,358.5,6.2016,7.0175,55.3571,2.7841,2.9637,5.0166,52.0537
INTU UW Equity,Intuit Inc,2017,US4612021034,7372,451030,US,8200,4068,998,998,998,529,20.9302,35.0877,55.3571,9.2906,23.6836,78.33,84.4111
TRST UW Equity,TrustCo Bank Corp NY,2017,US8983492047,6022,401020,US,846,4908.008,,,,44.125,1.7857,8.3333,55.3571,1.0871,0.8826,9.6847,
OIS UN Equity,Oil States International Inc,2017,US6780261052,3533,101010,US,3077,1301.511,0,0,0,53.459,3.1008,14.0351,51.7857,1.2406,-6.3193,-7.2614,22.348
MS UN Equity,Morgan Stanley,2017,US6174464486,6211,402030,US,57633,851733,,,,46164,41.9643,23.3333,69.6429,1.0293,0.7333,8.1339,
MCHP UW Equity,Microchip Technology Inc,2017,US5950171042,3674,453010,US,12656,7686.9,545.3,545.3,545.3,908.7,41.8605,38.5965,57.1429,2.7734,2.4893,6.072,51.5641
UBSI UW Equity,United Bankshares Inc/WV,2017,US9099071071,6022,401010,US,2381,19058.959,,,,196.742,1.7857,8.3333,51.7857,1.0215,0.8972,5.4994,
CB UN Equity,Chubb Ltd,2017,CH0044328745,6331,403010,CH,31000,167022,,,,728,38.3929,26.6667,55.3571,1.0994,2.3629,7.7649,
UFCS UW Equity,United Fire Group Inc,2017,US9103401082,6331,403010,US,1164,4183.431,,,,95.562,1.7857,18.3333,55.3571,1.0388,1.2387,5.3281,
KMPR UN Equity,Kemper Corp,2017,US4884011002,6331,403010,US,5550,8376.2,,,,45.7,2.6786,8.3333,51.7857,1.1707,1.4578,5.9108,
JBL UN Equity,Jabil Inc,2017,US4663131039,3672,452030,US,170000,11095.995,29.68,29.68,29.68,1189.919,38.7597,28.0702,57.1429,1.29,1.2054,5.3881,8.108
ORLY UW Equity,O'Reilly Automotive Inc,2017,US67103H1077,5531,255040,US,45440,7571.885,0,0,0,46.348,1.5504,19.2982,55.3571,3.5918,15.3465,99.4486,52.5822
VMI UN Equity,Valmont Industries Inc,2017,US9202531011,3440,201030,US,10690,2602.25,11.6,,,492.805,6.9767,24.5614,55.3571,2.0187,4.6552,11.3056,24.828
ALL UN Equity,Allstate Corp/The,2017,US0200021014,6331,403010,US,42460,112422,,,,617,41.0714,55,66.0714,1.1461,2.8856,15.554,
VICR UW Equity,Vicor Corp,2017,US9258151029,3679,201040,US,970,165.724,44.924,44.924,44.924,44.23,6.9767,19.2982,51.7857,5.1489,0.1044,0.1251,44.6192
EQR UN Equity,Equity Residential,2017,US29476L1070,6798,601010,US,2700,20570.599,,,,50.647,35.6589,47.3684,75,1.6448,2.9241,5.8868,
TTEK UW Equity,Tetra Tech Inc,2017,US88162G1031,8711,202010,US,16000,1902.745,0,0,0,189.975,9.3023,17.5439,58.9286,1.879,6.3655,13.1138,17.3862
BWA UN Equity,BorgWarner Inc,2017,US0997241064,3714,251010,US,29000,9787.6,407.5,0,0,545.3,26.3566,43.8596,66.0714,1.7207,4.7244,12.6862,21.6352
WTS UN Equity,Watts Water Technologies Inc,2017,US9427491025,3490,201060,US,4800,1736.5,29,26.5,26.5,280.2,13.1783,28.0702,55.3571,2.0142,4.1337,9.3401,41.3537
CE UN Equity,Celanese Corp,2017,US1508701034,2820,151010,US,7592,9538,73,73,73,576,52.7132,49.1228,58.9286,2.2216,9.4216,30.7945,24.6091
